NDC,PRODUCTTYPENAME,PROPRIETARYNAME,PROPRIETARYNAMESUFFIX,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,APPLICATIONNUMBER,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,PHARM_CLASSES,DEASCHEDULE,NDC_EXCLUDE_FLAG,LISTING_RECORD_CERTIFIED_THROUGH,PRIMARY_ICD10,ALL_ICD10_MAPPINGS,MAPPING_CONFIDENCE
0113-3650,HUMAN OTC DRUG,Good Sense Mucus ER,,Guaifenesin,"TABLET, MULTILAYER, EXTENDED RELEASE",ORAL,20210320,,ANDA,ANDA213420,L. Perrigo Company,GUAIFENESIN,1200,mg/1,"Decreased Respiratory Secretion Viscosity [PE], Expectorant [EPC], Increased Respiratory Secretions [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0113-4032,HUMAN OTC DRUG,good sense sleep aid ultra,,doxylamine succinate,"TABLET, COATED",ORAL,20250227,,ANDA,ANDA040167,L. Perrigo Company,DOXYLAMINE SUCCINATE,25,mg/1,"Antihistamine [EPC], Histamine Receptor Antagonists [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0113-4368,HUMAN OTC DRUG,Good Sense Naproxen Sodium,,Naproxen Sodium,"TABLET, FILM COATED",ORAL,20140331,,ANDA,ANDA074661,L. Perrigo Company,NAPROXEN SODIUM,220,mg/1,"Anti-Inflammatory Agents, Non-Steroidal [CS], Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Drug [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0113-4500,HUMAN OTC DRUG,good sense severe day time cold and flu,,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, phenylephrine hydrochloride","TABLET, FILM COATED",ORAL,20191202,,OTC MONOGRAPH DRUG,M012,L. Perrigo Company,ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN; PHENYLEPHRINE HYDROCHLORIDE,325; 10; 200; 5,mg/1; mg/1; mg/1; mg/1,"Adrenergic alpha1-Agonists [MoA], Decreased Respiratory Secretion Viscosity [PE], Expectorant [EPC], Increased Respiratory Secretions [PE], Sigma-1 Agonist [EPC], Sigma-1 Receptor Agonists [MoA], Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC], Uncompetitive NMDA Receptor Antagonists [MoA], alpha-1 Adrenergic Agonist [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0113-4501,HUMAN OTC DRUG,good sense ibuprofen,,ibuprofen,"CAPSULE, LIQUID FILLED",ORAL,20220123,,ANDA,ANDA203599,L. Perrigo Company,IBUPROFEN,200,mg/1,"Anti-Inflammatory Agents, Non-Steroidal [CS], Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Drug [EPC]",,N,20261231,M79.3,"[{""icd10_code"":""M79.3"",""description"":""Panniculitis, unspecified"",""confidence"":0.3,""context"":""general pain/inflammation""},{""icd10_code"":""M25.50"",""description"":""Pain in unspecified joint"",""confidence"":0.25,""context"":""joint pain""},{""icd10_code"":""R50.9"",""description"":""Fever, unspecified"",""confidence"":0.2,""context"":""fever reduction""},{""icd10_code"":""G43.909"",""description"":""Migraine, unspecified, not intractable, without status migrainosus"",""confidence"":0.15,""context"":""headache""},{""icd10_code"":""M79.1"",""description"":""Myalgia"",""confidence"":0.1,""context"":""muscle pain""}]",0.30
0113-5023,HUMAN OTC DRUG,Good Sense Nicotine,,nicotine polacrilex,LOZENGE,ORAL,20240418,,ANDA,ANDA077007,L. Perrigo Company,NICOTINE,4,mg/1,"Cholinergic Nicotinic Agonist [EPC], Nicotine [CS]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0113-5129,HUMAN OTC DRUG,minoxidil,,Minoxidil,"AEROSOL, FOAM",TOPICAL,20240308,,ANDA,ANDA091344,L. Perrigo Company,MINOXIDIL,50,mg/g,"Arteriolar Vasodilation [PE], Arteriolar Vasodilator [EPC]",,N,20251231,L30.9,"[{""icd10_code"":""L30.9"",""description"":""Dermatitis, unspecified"",""confidence"":0.6,""context"":""skin condition""},{""icd10_code"":""L20.9"",""description"":""Atopic dermatitis, unspecified"",""confidence"":0.2,""context"":""eczema""},{""icd10_code"":""L40.9"",""description"":""Psoriasis, unspecified"",""confidence"":0.2,""context"":""psoriasis""}]",0.60
0113-5299,HUMAN OTC DRUG,Good Sense Dual Action Back Pain,,"acetaminophen, ibuprofen","TABLET, FILM COATED",ORAL,20240307,,ANDA,ANDA214836,L. Perrigo Company,ACETAMINOPHEN; IBUPROFEN,250; 125,mg/1; mg/1,"Anti-Inflammatory Agents, Non-Steroidal [CS], Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Drug [EPC]",,N,20251231,M79.3,"[{""icd10_code"":""M79.3"",""description"":""Panniculitis, unspecified"",""confidence"":0.3,""context"":""general pain/inflammation""},{""icd10_code"":""M25.50"",""description"":""Pain in unspecified joint"",""confidence"":0.25,""context"":""joint pain""},{""icd10_code"":""R50.9"",""description"":""Fever, unspecified"",""confidence"":0.2,""context"":""fever reduction""},{""icd10_code"":""G43.909"",""description"":""Migraine, unspecified, not intractable, without status migrainosus"",""confidence"":0.15,""context"":""headache""},{""icd10_code"":""M79.1"",""description"":""Myalgia"",""confidence"":0.1,""context"":""muscle pain""}]",0.30
0113-5300,HUMAN OTC DRUG,good sense dual action,,"Acetaminophen, Ibuprofen","TABLET, FILM COATED",ORAL,20230301,,ANDA,ANDA214836,L Perrigo Company,ACETAMINOPHEN; IBUPROFEN,250; 125,mg/1; mg/1,"Anti-Inflammatory Agents, Non-Steroidal [CS], Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Drug [EPC]",,N,20251231,M79.3,"[{""icd10_code"":""M79.3"",""description"":""Panniculitis, unspecified"",""confidence"":0.3,""context"":""general pain/inflammation""},{""icd10_code"":""M25.50"",""description"":""Pain in unspecified joint"",""confidence"":0.25,""context"":""joint pain""},{""icd10_code"":""R50.9"",""description"":""Fever, unspecified"",""confidence"":0.2,""context"":""fever reduction""},{""icd10_code"":""G43.909"",""description"":""Migraine, unspecified, not intractable, without status migrainosus"",""confidence"":0.15,""context"":""headache""},{""icd10_code"":""M79.1"",""description"":""Myalgia"",""confidence"":0.1,""context"":""muscle pain""}]",0.30
0113-6002,HUMAN OTC DRUG,Prevacid 24 HR,,lansoprazole,"CAPSULE, DELAYED RELEASE",ORAL,20201105,,NDA,NDA022327,L. Perrigo Company,LANSOPRAZOLE,15,mg/1,"Inhibition Gastric Acid Secretion [PE], Proton Pump Inhibitor [EPC], Proton Pump Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0113-6004,HUMAN OTC DRUG,injoy diarrhea relief,,Loperamide HCl,"TABLET, FILM COATED",ORAL,20220809,,ANDA,ANDA075232,L. Perrigo Company,LOPERAMIDE HYDROCHLORIDE,2,mg/1,"Opioid Agonist [EPC], Opioid Agonists [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0113-6023,HUMAN OTC DRUG,injoy heartburn relief,,"famotidine, calcium carbonate and magnesium hydroxide","TABLET, CHEWABLE",ORAL,20220809,,ANDA,ANDA077355,L. Perrigo Company,CALCIUM CARBONATE; FAMOTIDINE; MAGNESIUM HYDROXIDE,800; 10; 165,mg/1; mg/1; mg/1,"Calculi Dissolution Agent [EPC], Histamine H2 Receptor Antagonists [MoA], Histamine-2 Receptor Antagonist [EPC], Increased Large Intestinal Motility [PE], Inhibition Large Intestine Fluid/Electrolyte Absorption [PE], Inhibition Small Intestine Fluid/Electrolyte Absorption [PE], Magnesium Ion Exchange Activity [MoA], Osmotic Activity [MoA], Osmotic Laxative [EPC], Stimulation Large Intestine Fluid/Electrolyte Secretion [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0113-6044,HUMAN OTC DRUG,good sense sleep aid ultra,,Doxylamine Succinate,TABLET,ORAL,20220806,,ANDA,ANDA040167,L. Perrigo Company,DOXYLAMINE SUCCINATE,25,mg/1,"Antihistamine [EPC], Histamine Receptor Antagonists [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0113-6117,HUMAN OTC DRUG,Prevacid 24 HR,,lansoprazole,"CAPSULE, DELAYED RELEASE",ORAL,20230330,,ANDA,ANDA202319,L. Perrigo Company,LANSOPRAZOLE,15,mg/1,"Inhibition Gastric Acid Secretion [PE], Proton Pump Inhibitor [EPC], Proton Pump Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0113-6900,HUMAN OTC DRUG,injoy constipation relief,,Polyethylene Glycol 3350,"POWDER, FOR SOLUTION",ORAL,20220809,,ANDA,ANDA090685,L. Perrigo Company,POLYETHYLENE GLYCOL 3350,17,g/17g,"Osmotic Activity [MoA], Osmotic Laxative [EPC], Stimulation Large Intestine Fluid/Electrolyte Secretion [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0113-7777,HUMAN OTC DRUG,perrigo allergy d,,"loratadine, Pseudoephedrine sulfate","TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20211008,,ANDA,ANDA076050,L. Perrigo Company,LORATADINE; PSEUDOEPHEDRINE SULFATE,5; 120,mg/1; mg/1,"Adrenergic alpha-Agonists [MoA], alpha-Adrenergic Agonist [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0113-8100,HUMAN OTC DRUG,good sense nicotine,,nicotine polacrilex,"GUM, CHEWING",ORAL,20230621,,ANDA,ANDA206394,L. Perrigo Company,NICOTINE,2,mg/1,"Cholinergic Nicotinic Agonist [EPC], Nicotine [CS]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0113-8101,HUMAN OTC DRUG,Opill,,norgestrel,TABLET,ORAL,20240304,,NDA,NDA017031,L. Perrigo Company,NORGESTREL,0.075,mg/1,,,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0113-8264,HUMAN OTC DRUG,good sense naproxen sodium,,"diphenhydramine hydrochloride, naproxen sodium","TABLET, FILM COATED",ORAL,20181228,,ANDA,ANDA208499,L. Perrigo Company,DIPHENHYDRAMINE HYDROCHLORIDE; NAPROXEN SODIUM,25; 220,mg/1; mg/1,"Anti-Inflammatory Agents, Non-Steroidal [CS], Cyclooxygenase Inhibitors [MoA], Histamine H1 Receptor Antagonists [MoA], Histamine-1 Receptor Antagonist [EPC], Nonsteroidal Anti-inflammatory Drug [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0113-8600,HUMAN OTC DRUG,good sense nicotine,,nicotine polacrilex,"GUM, CHEWING",ORAL,20230823,,ANDA,ANDA206393,L. Perrigo Company,NICOTINE,4,mg/1,"Cholinergic Nicotinic Agonist [EPC], Nicotine [CS]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0113-8959,HUMAN OTC DRUG,Good Sense Pain and Fever,,Acetaminophen,SUSPENSION,ORAL,20120322,,OTC MONOGRAPH DRUG,M013,L. Perrigo Company,ACETAMINOPHEN,160,mg/5mL,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0113-9458,HUMAN OTC DRUG,Good Sense all day allergy,,Cetirizine Hydrochloride,"TABLET, FILM COATED",ORAL,20080116,,ANDA,ANDA078336,L. Perrigo Company,CETIRIZINE HYDROCHLORIDE,10,mg/1,"Histamine H1 Receptor Antagonists [MoA], Histamine-1 Receptor Antagonist [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0113-9755,HUMAN OTC DRUG,good sense allergy relief,,loratadine,"TABLET, ORALLY DISINTEGRATING",ORAL,20200911,,ANDA,ANDA076011,L. Perrigo Company,LORATADINE,10,mg/1,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1010,HUMAN PRESCRIPTION DRUG,Baclofen,,Baclofen,TABLET,ORAL,20071027,,ANDA,ANDA077971,Amneal Pharmaceuticals of New York LLC,BACLOFEN,10,mg/1,"GABA A Agonists [MoA], GABA B Agonists [MoA], gamma-Aminobutyric Acid-ergic Agonist [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1011,HUMAN PRESCRIPTION DRUG,Baclofen,,Baclofen,TABLET,ORAL,20210601,,ANDA,ANDA077971,Amneal Pharmaceuticals of New York LLC,BACLOFEN,5,mg/1,"GABA A Agonists [MoA], GABA B Agonists [MoA], gamma-Aminobutyric Acid-ergic Agonist [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1012,HUMAN PRESCRIPTION DRUG,Baclofen,,Baclofen,TABLET,ORAL,20071027,,ANDA,ANDA077971,Amneal Pharmaceuticals of New York LLC,BACLOFEN,20,mg/1,"GABA A Agonists [MoA], GABA B Agonists [MoA], gamma-Aminobutyric Acid-ergic Agonist [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1070,HUMAN PRESCRIPTION DRUG,Dipyridamole,,DIPYRIDAMOLE,TABLET,ORAL,20210830,,ANDA,ANDA040782,Amneal Pharmaceuticals of New York LLC,DIPYRIDAMOLE,25,mg/1,"Decreased Platelet Aggregation [PE], Platelet Aggregation Inhibitor [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1071,HUMAN PRESCRIPTION DRUG,Dipyridamole,,DIPYRIDAMOLE,TABLET,ORAL,20210830,,ANDA,ANDA040782,Amneal Pharmaceuticals of New York LLC,DIPYRIDAMOLE,50,mg/1,"Decreased Platelet Aggregation [PE], Platelet Aggregation Inhibitor [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1072,HUMAN PRESCRIPTION DRUG,Dipyridamole,,DIPYRIDAMOLE,TABLET,ORAL,20210830,,ANDA,ANDA040782,Amneal Pharmaceuticals of New York LLC,DIPYRIDAMOLE,75,mg/1,"Decreased Platelet Aggregation [PE], Platelet Aggregation Inhibitor [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1231,HUMAN PRESCRIPTION DRUG,Oxymorphone hydrochloride,,Oxymorphone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20130102,,ANDA,ANDA079087,Amneal Pharmaceuticals of New York LLC,OXYMORPHONE HYDROCHLORIDE,5,mg/1,"Full Opioid Agonists [MoA], Opioid Agonist [EPC]",CII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1232,HUMAN PRESCRIPTION DRUG,Oxymorphone hydrochloride,,Oxymorphone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20130102,,ANDA,ANDA079087,Amneal Pharmaceuticals of New York LLC,OXYMORPHONE HYDROCHLORIDE,10,mg/1,"Full Opioid Agonists [MoA], Opioid Agonist [EPC]",CII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1233,HUMAN PRESCRIPTION DRUG,Oxymorphone hydrochloride,,Oxymorphone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20130102,,ANDA,ANDA079087,Amneal Pharmaceuticals of New York LLC,OXYMORPHONE HYDROCHLORIDE,20,mg/1,"Full Opioid Agonists [MoA], Opioid Agonist [EPC]",CII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1234,HUMAN PRESCRIPTION DRUG,Oxymorphone hydrochloride,,Oxymorphone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20130102,,ANDA,ANDA079087,Amneal Pharmaceuticals of New York LLC,OXYMORPHONE HYDROCHLORIDE,40,mg/1,"Full Opioid Agonists [MoA], Opioid Agonist [EPC]",CII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1248,HUMAN PRESCRIPTION DRUG,Carvedilol Phosphate,,CARVEDILOL PHOSPHATE,"CAPSULE, EXTENDED RELEASE",ORAL,20240101,,ANDA,ANDA204717,Amneal Pharmaceuticals of New York LLC,CARVEDILOL PHOSPHATE,10,mg/1,"Adrenergic alpha-Antagonists [MoA], Adrenergic beta1-Antagonists [MoA], Adrenergic beta2-Antagonists [MoA], alpha-Adrenergic Blocker [EPC], beta-Adrenergic Blocker [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1249,HUMAN PRESCRIPTION DRUG,Carvedilol Phosphate,,CARVEDILOL PHOSPHATE,"CAPSULE, EXTENDED RELEASE",ORAL,20240101,,ANDA,ANDA204717,Amneal Pharmaceuticals of New York LLC,CARVEDILOL PHOSPHATE,20,mg/1,"Adrenergic alpha-Antagonists [MoA], Adrenergic beta1-Antagonists [MoA], Adrenergic beta2-Antagonists [MoA], alpha-Adrenergic Blocker [EPC], beta-Adrenergic Blocker [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1250,HUMAN PRESCRIPTION DRUG,Carvedilol Phosphate,,CARVEDILOL PHOSPHATE,"CAPSULE, EXTENDED RELEASE",ORAL,20240101,,ANDA,ANDA204717,Amneal Pharmaceuticals of New York LLC,CARVEDILOL PHOSPHATE,40,mg/1,"Adrenergic alpha-Antagonists [MoA], Adrenergic beta1-Antagonists [MoA], Adrenergic beta2-Antagonists [MoA], alpha-Adrenergic Blocker [EPC], beta-Adrenergic Blocker [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1251,HUMAN PRESCRIPTION DRUG,Carvedilol Phosphate,,CARVEDILOL PHOSPHATE,"CAPSULE, EXTENDED RELEASE",ORAL,20240101,,ANDA,ANDA204717,Amneal Pharmaceuticals of New York LLC,CARVEDILOL PHOSPHATE,80,mg/1,"Adrenergic alpha-Antagonists [MoA], Adrenergic beta1-Antagonists [MoA], Adrenergic beta2-Antagonists [MoA], alpha-Adrenergic Blocker [EPC], beta-Adrenergic Blocker [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1277,HUMAN PRESCRIPTION DRUG,Morphine Sulfate,,MORPHINE SULFATE,"CAPSULE, EXTENDED RELEASE",ORAL,20160412,,ANDA,ANDA200411,Amneal Pharmaceuticals of New York LLC,MORPHINE SULFATE,20,mg/1,"Full Opioid Agonists [MoA], Opioid Agonist [EPC]",CII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1278,HUMAN PRESCRIPTION DRUG,Morphine Sulfate,,MORPHINE SULFATE,"CAPSULE, EXTENDED RELEASE",ORAL,20160412,,ANDA,ANDA200411,Amneal Pharmaceuticals of New York LLC,MORPHINE SULFATE,30,mg/1,"Full Opioid Agonists [MoA], Opioid Agonist [EPC]",CII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1279,HUMAN PRESCRIPTION DRUG,Morphine Sulfate,,MORPHINE SULFATE,"CAPSULE, EXTENDED RELEASE",ORAL,20160412,,ANDA,ANDA200411,Amneal Pharmaceuticals of New York LLC,MORPHINE SULFATE,50,mg/1,"Full Opioid Agonists [MoA], Opioid Agonist [EPC]",CII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1280,HUMAN PRESCRIPTION DRUG,Morphine Sulfate,,MORPHINE SULFATE,"CAPSULE, EXTENDED RELEASE",ORAL,20160412,,ANDA,ANDA200411,Amneal Pharmaceuticals of New York LLC,MORPHINE SULFATE,60,mg/1,"Full Opioid Agonists [MoA], Opioid Agonist [EPC]",CII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1281,HUMAN PRESCRIPTION DRUG,Morphine Sulfate,,MORPHINE SULFATE,"CAPSULE, EXTENDED RELEASE",ORAL,20160412,,ANDA,ANDA200411,Amneal Pharmaceuticals of New York LLC,MORPHINE SULFATE,80,mg/1,"Full Opioid Agonists [MoA], Opioid Agonist [EPC]",CII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1282,HUMAN PRESCRIPTION DRUG,Morphine Sulfate,,MORPHINE SULFATE,"CAPSULE, EXTENDED RELEASE",ORAL,20160412,,ANDA,ANDA200411,Amneal Pharmaceuticals of New York LLC,MORPHINE SULFATE,100,mg/1,"Full Opioid Agonists [MoA], Opioid Agonist [EPC]",CII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1315,HUMAN PRESCRIPTION DRUG,Oxymorphone hydrochloride,,Oxymorphone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20130102,,ANDA,ANDA079087,Amneal Pharmaceuticals of New York LLC,OXYMORPHONE HYDROCHLORIDE,7.5,mg/1,"Full Opioid Agonists [MoA], Opioid Agonist [EPC]",CII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1316,HUMAN PRESCRIPTION DRUG,Oxymorphone hydrochloride,,Oxymorphone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20130102,,ANDA,ANDA079087,Amneal Pharmaceuticals of New York LLC,OXYMORPHONE HYDROCHLORIDE,15,mg/1,"Full Opioid Agonists [MoA], Opioid Agonist [EPC]",CII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1317,HUMAN PRESCRIPTION DRUG,Oxymorphone hydrochloride,,Oxymorphone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20130102,,ANDA,ANDA079087,Amneal Pharmaceuticals of New York LLC,OXYMORPHONE HYDROCHLORIDE,30,mg/1,"Full Opioid Agonists [MoA], Opioid Agonist [EPC]",CII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1320,HUMAN PRESCRIPTION DRUG,Colesevelam Hydrochloride,,COLESEVELAM HYDROCHLORIDE,"TABLET, COATED",ORAL,20180517,,ANDA,ANDA091600,Amneal Pharmaceuticals of New York LLC,COLESEVELAM HYDROCHLORIDE,625,mg/1,"Bile Acid Sequestrant [EPC], Bile-acid Binding Activity [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1324,HUMAN PRESCRIPTION DRUG,Fenofibric Acid,,FENOFIBRIC ACID,"CAPSULE, DELAYED RELEASE",ORAL,20240601,,ANDA,ANDA200264,Amneal Pharmaceuticals of New York LLC,FENOFIBRIC ACID,45,mg/1,Peroxisome Proliferator Receptor alpha Agonist [EPC],,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0115-1325,HUMAN PRESCRIPTION DRUG,Fenofibric Acid,,FENOFIBRIC ACID,"CAPSULE, DELAYED RELEASE",ORAL,20240601,,ANDA,ANDA200264,Amneal Pharmaceuticals of New York LLC,FENOFIBRIC ACID,135,mg/1,Peroxisome Proliferator Receptor alpha Agonist [EPC],,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
