NDC,PRODUCTTYPENAME,PROPRIETARYNAME,PROPRIETARYNAMESUFFIX,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,APPLICATIONNUMBER,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,PHARM_CLASSES,DEASCHEDULE,NDC_EXCLUDE_FLAG,LISTING_RECORD_CERTIFIED_THROUGH,PRIMARY_ICD10,ALL_ICD10_MAPPINGS,MAPPING_CONFIDENCE
0002-7717,HUMAN PRESCRIPTION DRUG,Omvoh,,mirikizumab-mrkz,KIT,SUBCUTANEOUS; SUBCUTANEOUS,20250115,,BLA,BLA761279,Eli Lilly and Company,,,,,,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0002-7722,HUMAN PRESCRIPTION DRUG,Omvoh,,mirikizumab-mrkz,KIT,SUBCUTANEOUS; SUBCUTANEOUS,20250115,,BLA,BLA761279,Eli Lilly and Company,,,,,,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0002-7724,HUMAN PRESCRIPTION DRUG,TALTZ,,ixekizumab,"INJECTION, SOLUTION",SUBCUTANEOUS,20160322,,BLA,BLA125521,Eli Lilly and Company,IXEKIZUMAB,80,mg/mL,"Interleukin-17A Antagonist [EPC], Interleukin-17A Antagonists [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0002-7726,HUMAN PRESCRIPTION DRUG,LYUMJEV,,Insulin lispro-aabc,"INJECTION, SOLUTION",SUBCUTANEOUS,20200615,,BLA,BLA761109,Eli Lilly and Company,INSULIN LISPRO,100,[iU]/mL,"Insulin Analog [EPC], Insulin [Chemical/Ingredient]",,N,20251231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-7728,HUMAN PRESCRIPTION DRUG,LYUMJEV,,Insulin lispro-aabc,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,20200615,,BLA,BLA761109,Eli Lilly and Company,INSULIN LISPRO,100,[iU]/mL,"Insulin Analog [EPC], Insulin [Chemical/Ingredient]",,N,20251231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-7737,HUMAN PRESCRIPTION DRUG,Insulin Lispro,,Insulin lispro,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,20200212,,BLA,BLA020563,Eli Lilly and Company,INSULIN LISPRO,100,[iU]/mL,"Insulin Analog [EPC], Insulin [Chemical/Ingredient]",,N,20251231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-7752,HUMAN PRESCRIPTION DRUG,Insulin Lispro,Junior KwikPen,Insulin lispro,"INJECTION, SOLUTION",SUBCUTANEOUS,20200212,,BLA,BLA020563,Eli Lilly and Company,INSULIN LISPRO,100,[iU]/mL,"Insulin Analog [EPC], Insulin [Chemical/Ingredient]",,N,20251231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-7772,HUMAN PRESCRIPTION DRUG,EBGLYSS,,lebrikizumab-lbkz,"INJECTION, SOLUTION",SUBCUTANEOUS,20240913,,BLA,BLA761306,Eli Lilly and Company,LEBRIKIZUMAB,250,mg/2mL,"Interleukin-13 Antagonist [EPC], Interleukin-13 Antagonists [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0002-7797,HUMAN PRESCRIPTION DRUG,EBGLYSS,,lebrikizumab-lbkz,"INJECTION, SOLUTION",SUBCUTANEOUS,20240913,,BLA,BLA761306,Eli Lilly and Company,LEBRIKIZUMAB,250,mg/2mL,"Interleukin-13 Antagonist [EPC], Interleukin-13 Antagonists [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0002-8011,HUMAN PRESCRIPTION DRUG,Omvoh,,mirikizumab-mrkz,"INJECTION, SOLUTION",SUBCUTANEOUS,20231026,,BLA,BLA761279,Eli Lilly and Company,MIRIKIZUMAB,100,mg/mL,"Interleukin-23 Antagonist [EPC], Interleukin-23 Antagonists [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0002-8147,HUMAN PRESCRIPTION DRUG,HUMATROPE,,Somatropin,KIT,INTRAMUSCULAR; SUBCUTANEOUS,20060127,,BLA,BLA019640,Eli Lilly and Company,,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0002-8148,HUMAN PRESCRIPTION DRUG,HUMATROPE,,Somatropin,KIT,INTRAMUSCULAR; SUBCUTANEOUS,20060127,,BLA,BLA019640,Eli Lilly and Company,,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0002-8149,HUMAN PRESCRIPTION DRUG,HUMATROPE,,Somatropin,KIT,INTRAMUSCULAR; SUBCUTANEOUS,20060127,,BLA,BLA019640,Eli Lilly and Company,,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0002-8207,HUMAN PRESCRIPTION DRUG,LYUMJEV,KwikPen,Insulin lispro-aabc,"INJECTION, SOLUTION",SUBCUTANEOUS,20200615,,BLA,BLA761109,Eli Lilly and Company,INSULIN LISPRO,100,[iU]/mL,"Insulin Analog [EPC], Insulin [Chemical/Ingredient]",,N,20251231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-8208,HUMAN PRESCRIPTION DRUG,Humalog,Tempo Pen,Insulin lispro,"INJECTION, SOLUTION",SUBCUTANEOUS,20150526,,BLA,BLA205747,Eli Lilly and Company,INSULIN LISPRO,200,[iU]/mL,"Insulin Analog [EPC], Insulin [Chemical/Ingredient]",,N,20261231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-8213,HUMAN PRESCRIPTION DRUG,Humalog,Tempo Pen,Insulin lispro,"INJECTION, SOLUTION",SUBCUTANEOUS,20170606,,BLA,BLA020563,Eli Lilly and Company,INSULIN LISPRO,100,[iU]/mL,"Insulin Analog [EPC], Insulin [Chemical/Ingredient]",,N,20261231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-8214,HUMAN PRESCRIPTION DRUG,BASAGLAR,Tempo Pen,Insulin glargine,"INJECTION, SOLUTION",SUBCUTANEOUS,20151216,,BLA,BLA205692,Eli Lilly and Company,INSULIN GLARGINE,100,[iU]/mL,"Insulin Analog [EPC], Insulin [CS]",,N,20251231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-8215,HUMAN OTC DRUG,Humulin,R,Insulin human,"INJECTION, SOLUTION",PARENTERAL,19830627,,BLA,BLA018780,Eli Lilly and Company,INSULIN HUMAN,100,[iU]/mL,"Insulin [CS], Insulin [EPC]",,N,20251231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-8222,HUMAN PRESCRIPTION DRUG,Insulin Lispro,KwikPen,Insulin lispro,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,20200212,,BLA,BLA020563,Eli Lilly and Company,INSULIN LISPRO,100,[iU]/mL,"Insulin Analog [EPC], Insulin [Chemical/Ingredient]",,N,20251231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-8228,HUMAN PRESCRIPTION DRUG,LYUMJEV,KwikPen,Insulin lispro-aabc,"INJECTION, SOLUTION",SUBCUTANEOUS,20200615,,BLA,BLA761109,Eli Lilly and Company,INSULIN LISPRO,200,[iU]/mL,"Insulin Analog [EPC], Insulin [Chemical/Ingredient]",,N,20251231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-8233,HUMAN PRESCRIPTION DRUG,Insulin Lispro Protamine and Insulin Lispro Injectable Suspension,Mix75/25 KwikPen,Insulin lispro,"INJECTION, SUSPENSION",SUBCUTANEOUS,20200212,,BLA,BLA021017,Eli Lilly and Company,INSULIN LISPRO,100,[iU]/mL,"Insulin Analog [EPC], Insulin [Chemical/Ingredient]",,N,20251231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-8235,HUMAN PRESCRIPTION DRUG,LYUMJEV,Tempo Pen,Insulin lispro-aabc,"INJECTION, SOLUTION",SUBCUTANEOUS,20200615,,BLA,BLA761109,Eli Lilly and Company,INSULIN LISPRO,100,[iU]/mL,"Insulin Analog [EPC], Insulin [Chemical/Ingredient]",,N,20251231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-8315,HUMAN OTC DRUG,Humulin,N,Insulin human,"INJECTION, SUSPENSION",SUBCUTANEOUS,19830627,,BLA,BLA018781,Eli Lilly and Company,INSULIN HUMAN,100,[iU]/mL,"Insulin [CS], Insulin [EPC]",,N,20251231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-8351,HUMAN PRESCRIPTION DRUG,LYUMJEV,Junior KwikPen,Insulin lispro-aabc,"INJECTION, SOLUTION",SUBCUTANEOUS,20200615,,BLA,BLA761109,Eli Lilly and Company,INSULIN LISPRO,100,[iU]/mL,"Insulin Analog [EPC], Insulin [Chemical/Ingredient]",,N,20251231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-8400,HUMAN PRESCRIPTION DRUG,Forteo,,Teriparatide,"INJECTION, SOLUTION",SUBCUTANEOUS,20021126,,NDA,NDA021318,Eli Lilly and Company,TERIPARATIDE,250,ug/mL,"Parathyroid Hormone Analog [EPC], Parathyroid Hormone [CS]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0002-8501,HUMAN PRESCRIPTION DRUG,Humulin,R U-500,Insulin human,"INJECTION, SOLUTION",SUBCUTANEOUS,19940331,,BLA,BLA018780,Eli Lilly and Company,INSULIN HUMAN,500,[iU]/mL,"Insulin [CS], Insulin [EPC]",,N,20251231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-8715,HUMAN OTC DRUG,Humulin,70/30,Insulin human,"INJECTION, SUSPENSION",SUBCUTANEOUS,19890626,,BLA,BLA019717,Eli Lilly and Company,INSULIN HUMAN,100,[iU]/mL,"Insulin [CS], Insulin [EPC]",,N,20251231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-8797,HUMAN PRESCRIPTION DRUG,Humalog,Mix75/25 KwikPen,Insulin lispro,"INJECTION, SUSPENSION",SUBCUTANEOUS,20070906,,BLA,BLA021017,Eli Lilly and Company,INSULIN LISPRO,100,[iU]/mL,"Insulin Analog [EPC], Insulin [Chemical/Ingredient]",,N,20251231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-8798,HUMAN PRESCRIPTION DRUG,Humalog,Mix50/50 KwikPen,Insulin lispro,"INJECTION, SUSPENSION",SUBCUTANEOUS,20070906,,BLA,BLA021018,Eli Lilly and Company,INSULIN LISPRO,100,[iU]/mL,"Insulin Analog [EPC], Insulin [Chemical/Ingredient]",,N,20251231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-8799,HUMAN PRESCRIPTION DRUG,Humalog,KwikPen,Insulin lispro,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,20070906,,BLA,BLA020563,Eli Lilly and Company,INSULIN LISPRO,100,[iU]/mL,"Insulin Analog [EPC], Insulin [Chemical/Ingredient]",,N,20261231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-8803,HUMAN OTC DRUG,Humulin,70/30 KwikPen,Insulin human,"INJECTION, SUSPENSION",SUBCUTANEOUS,20131107,,BLA,BLA019717,Eli Lilly and Company,INSULIN HUMAN,100,[iU]/mL,"Insulin [CS], Insulin [EPC]",,N,20251231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-8805,HUMAN OTC DRUG,Humulin,N,Insulin human,"INJECTION, SUSPENSION",SUBCUTANEOUS,20131107,,BLA,BLA018781,Eli Lilly and Company,INSULIN HUMAN,100,[iU]/mL,"Insulin [CS], Insulin [EPC]",,N,20251231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-8824,HUMAN PRESCRIPTION DRUG,Humulin,R U-500 KwikPen,Insulin human,"INJECTION, SOLUTION",SUBCUTANEOUS,20151229,,BLA,BLA018780,Eli Lilly and Company,INSULIN HUMAN,500,[iU]/mL,"Insulin [CS], Insulin [EPC]",,N,20251231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-8870,HUMAN PRESCRIPTION DRUG,Omvoh,,mirikizumab-mrkz,"INJECTION, SOLUTION",SUBCUTANEOUS,20240429,,BLA,BLA761279,Eli Lilly and Company,MIRIKIZUMAB,100,mg/mL,"Interleukin-23 Antagonist [EPC], Interleukin-23 Antagonists [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0002-8900,HUMAN PRESCRIPTION DRUG,TALTZ,,ixekizumab,"INJECTION, SOLUTION",SUBCUTANEOUS,20160322,,BLA,BLA125521,Eli Lilly and Company,IXEKIZUMAB,20,mg/.25mL,"Interleukin-17A Antagonist [EPC], Interleukin-17A Antagonists [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0002-8905,HUMAN PRESCRIPTION DRUG,TALTZ,,ixekizumab,"INJECTION, SOLUTION",SUBCUTANEOUS,20160322,,BLA,BLA125521,Eli Lilly and Company,IXEKIZUMAB,40,mg/.5mL,"Interleukin-17A Antagonist [EPC], Interleukin-17A Antagonists [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0002-8980,HUMAN PRESCRIPTION DRUG,Rezvoglar,KwikPen,Insulin glargine-aglr,"INJECTION, SOLUTION",SUBCUTANEOUS,20211217,,BLA,BLA761215,Eli Lilly and Company,INSULIN GLARGINE,100,[iU]/mL,"Insulin Analog [EPC], Insulin [CS]",,N,20251231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
0002-9401,HUMAN PRESCRIPTION DRUG,Kisunla,,donanemab-azbt,"INJECTION, SOLUTION",INTRAVENOUS,20240702,,BLA,BLA761248,Eli Lilly and Company,DONANEMAB,17.5,mg/mL,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0003-0050,HUMAN PRESCRIPTION DRUG,Cobenfy,,xanomeline and trospium chloride,"CAPSULE, COATED PELLETS",ORAL,20240927,,NDA,NDA216158,"E.R. Squibb & Sons, L.L.C.",TROSPIUM CHLORIDE; XANOMELINE,20; 50,mg/1; mg/1,"Cholinergic Muscarinic Agonist [EPC], Cholinergic Muscarinic Agonists [MoA], Cholinergic Muscarinic Antagonist [EPC], Cholinergic Muscarinic Antagonists [MoA], Cytochrome P450 3A4 Inhibitors [MoA], P-Glycoprotein Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0003-0125,HUMAN PRESCRIPTION DRUG,Cobenfy,,xanomeline and trospium chloride,"CAPSULE, COATED PELLETS",ORAL,20240927,,NDA,NDA216158,"E.R. Squibb & Sons, L.L.C.",TROSPIUM CHLORIDE; XANOMELINE,30; 125,mg/1; mg/1,"Cholinergic Muscarinic Agonist [EPC], Cholinergic Muscarinic Agonists [MoA], Cholinergic Muscarinic Antagonist [EPC], Cholinergic Muscarinic Antagonists [MoA], Cytochrome P450 3A4 Inhibitors [MoA], P-Glycoprotein Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0003-0249,HUMAN PRESCRIPTION DRUG,HALOG,,Halcinonide,SOLUTION,TOPICAL,20090101,,NDA,NDA017823,"E.R. Squibb & Sons, L.L.C.",HALCINONIDE,1,mg/mL,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,,L30.9,"[{""icd10_code"":""L30.9"",""description"":""Dermatitis, unspecified"",""confidence"":0.6,""context"":""skin condition""},{""icd10_code"":""L20.9"",""description"":""Atopic dermatitis, unspecified"",""confidence"":0.2,""context"":""eczema""},{""icd10_code"":""L40.9"",""description"":""Psoriasis, unspecified"",""confidence"":0.2,""context"":""psoriasis""}]",0.60
0003-0293,HUMAN PRESCRIPTION DRUG,KENALOG-40,,TRIAMCINOLONE ACETONIDE,"INJECTION, SUSPENSION",INTRA-ARTICULAR; INTRAMUSCULAR,20090601,,NDA,NDA014901,"E.R. Squibb & Sons, L.L.C.",TRIAMCINOLONE ACETONIDE,40,mg/mL,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0003-0315,HUMAN PRESCRIPTION DRUG,KENALOG-80,,TRIAMCINOLONE ACETONIDE,"INJECTION, SUSPENSION",INTRA-ARTICULAR; INTRAMUSCULAR,20190412,,NDA,NDA014901,"E.R. Squibb & Sons, L.L.C.",TRIAMCINOLONE ACETONIDE,80,mg/mL,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0003-0371,HUMAN PRESCRIPTION DRUG,NULOJIX,,BELATACEPT,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,20110615,,BLA,BLA125288,"E.R. Squibb & Sons, L.L.C.",BELATACEPT,250,mg/1,"CD80-directed Antibody Interactions [MoA], CD86-directed Antibody Interactions [MoA], Selective T Cell Costimulation Blocker [EPC], T Lymphocyte Costimulation Activity Blockade [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0003-0494,HUMAN PRESCRIPTION DRUG,KENALOG-10,,TRIAMCINOLONE ACETONIDE,"INJECTION, SUSPENSION",INTRA-ARTICULAR; INTRALESIONAL,20090601,,NDA,NDA012041,"E.R. Squibb & Sons, L.L.C.",TRIAMCINOLONE ACETONIDE,10,mg/mL,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
