NDC,PRODUCTTYPENAME,PROPRIETARYNAME,PROPRIETARYNAMESUFFIX,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,APPLICATIONNUMBER,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,PHARM_CLASSES,DEASCHEDULE,NDC_EXCLUDE_FLAG,LISTING_RECORD_CERTIFIED_THROUGH,PRIMARY_ICD10,ALL_ICD10_MAPPINGS,MAPPING_CONFIDENCE
0220-2070,HUMAN OTC DRUG,Ferrum phosphoricum,,FERROSOFERRIC PHOSPHATE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FERROSOFERRIC PHOSPHATE,30,[hp_C]/30[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2071,HUMAN OTC DRUG,Ferrum phosphoricum,,FERROSOFERRIC PHOSPHATE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FERROSOFERRIC PHOSPHATE,200,[kp_C]/200[kp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2074,HUMAN OTC DRUG,Ferrum phosphoricum,,FERROSOFERRIC PHOSPHATE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FERROSOFERRIC PHOSPHATE,15,[hp_C]/15[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2077,HUMAN PRESCRIPTION DRUG,Ferrum iodatum,,FERROUS IODIDE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FERROUS IODIDE,30,[hp_C]/30[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2079,HUMAN OTC DRUG,Ferrum phosphoricum,,FERROSOFERRIC PHOSPHATE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FERROSOFERRIC PHOSPHATE,12,[hp_C]/12[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2082,HUMAN OTC DRUG,Ferrum phosphoricum,,FERROSOFERRIC PHOSPHATE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FERROSOFERRIC PHOSPHATE,9,[hp_C]/9[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2085,HUMAN OTC DRUG,Ferrum metallicum,,IRON,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,IRON,5,[hp_C]/5[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2087,HUMAN OTC DRUG,Ferrum phosphoricum,,FERROSOFERRIC PHOSPHATE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FERROSOFERRIC PHOSPHATE,7,[hp_C]/7[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2090,HUMAN OTC DRUG,Ferrum phosphoricum,,FERROSOFERRIC PHOSPHATE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FERROSOFERRIC PHOSPHATE,5,[hp_C]/5[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2091,HUMAN OTC DRUG,Ferrum phosphoricum,,FERROSOFERRIC PHOSPHATE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FERROSOFERRIC PHOSPHATE,6,[hp_C]/6[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2094,HUMAN OTC DRUG,Ferrum phosphoricum,,FERROSOFERRIC PHOSPHATE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FERROSOFERRIC PHOSPHATE,1,[hp_M]/[hp_M],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2097,HUMAN OTC DRUG,Ferrum phosphoricum,,FERRUM PHOSPHORICUM,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FERROSOFERRIC PHOSPHATE,8,[hp_X]/1,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2100,HUMAN OTC DRUG,Ferrum phosphoricum,,FERROSOFERRIC PHOSPHATE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FERROSOFERRIC PHOSPHATE,12,[hp_X]/12[hp_X],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2101,HUMAN OTC DRUG,Ferrum phosphoricum,,FERROSOFERRIC PHOSPHATE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FERROSOFERRIC PHOSPHATE,30,[hp_X]/30[hp_X],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2104,HUMAN OTC DRUG,Ferrum picricum,,FERRIC PICRATE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FERRIC PICRATE,30,[hp_C]/30[hp_C],"Iron [CS], Parenteral Iron Replacement [EPC], Phosphate Binder [EPC], Phosphate Chelating Activity [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2107,HUMAN OTC DRUG,Ferrum picricum,,FERRIC PICRATE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FERRIC PICRATE,9,[hp_C]/9[hp_C],"Iron [CS], Parenteral Iron Replacement [EPC], Phosphate Binder [EPC], Phosphate Chelating Activity [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2111,HUMAN OTC DRUG,Ferrum sulphuricum,,FERROUS SULFATE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FERROUS SULFATE,30,[hp_C]/30[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2116,HUMAN OTC DRUG,Folliculinum,,ESTRONE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,ESTRONE,15,[hp_C]/15[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2117,HUMAN OTC DRUG,Folliculinum,,ESTRONE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,ESTRONE,30,[hp_C]/30[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2124,HUMAN OTC DRUG,Folliculinum,,ESTRONE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,ESTRONE,200,[kp_C]/200[kp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2127,HUMAN OTC DRUG,Filix mas,,DRYOPTERIS FILIX-MAS ROOT,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,DRYOPTERIS FILIX-MAS ROOT,30,[hp_C]/30[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2128,HUMAN OTC DRUG,Filix Mas,,DRYOPTERIS FILIX-MAS ROOT,PELLET,ORAL,20240101,,UNAPPROVED HOMEOPATHIC,,Boiron,DRYOPTERIS FILIX-MAS ROOT,200,[kp_C]/200[kp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2129,HUMAN OTC DRUG,Folliculinum,,ESTRONE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,ESTRONE,6,[hp_C]/6[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2133,HUMAN OTC DRUG,Folliculinum,,ESTRONE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,ESTRONE,12,[hp_C]/1,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2135,HUMAN OTC DRUG,Formalinum,,FORMALDEHYDE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FORMALDEHYDE,30,[hp_C]/30[hp_C],"Allergens [CS], Cell-mediated Immunity [PE], Increased Histamine Release [PE], Standardized Chemical Allergen [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2139,HUMAN OTC DRUG,Formica rufa,,FORMICA RUFA,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FORMICA RUFA,30,[hp_C]/30[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2140,HUMAN OTC DRUG,Formica rufa,,FORMICA RUFA,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FORMICA RUFA,200,[kp_C]/200[kp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2147,HUMAN OTC DRUG,Fragaria vesca,,ALPINE STRAWBERRY,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,ALPINE STRAWBERRY,6,[hp_C]/6[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2148,HUMAN OTC DRUG,Fragaria vesca,,ALPINE STRAWBERRY,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,ALPINE STRAWBERRY,30,[hp_C]/30[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2149,HUMAN OTC DRUG,Fragaria vesca,,FRAGARIA VESCA FRUIT,PELLET,ORAL,20240101,,UNAPPROVED HOMEOPATHIC,,Boiron,FRAGARIA VESCA FRUIT,200,[kp_C]/200[kp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2155,HUMAN PRESCRIPTION DRUG,Fraxinus americana,,FRAXINUS AMERICANA BARK,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FRAXINUS AMERICANA BARK,6,[hp_C]/6[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2156,HUMAN PRESCRIPTION DRUG,Fraxinus americana,,FRAXINUS AMERICANA BARK,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FRAXINUS AMERICANA BARK,30,[hp_C]/30[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2164,HUMAN OTC DRUG,Fucus vesiculosus,,FUCUS VESICULOSUS,PELLET,ORAL,20240101,,UNAPPROVED HOMEOPATHIC,,Boiron,FUCUS VESICULOSUS,200,[kp_C]/200[kp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2165,HUMAN OTC DRUG,Fucus vesiculosus,,FUCUS VESICULOSUS,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FUCUS VESICULOSUS,30,[hp_C]/30[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2167,HUMAN OTC DRUG,Fucus vesiculosus,,FUCUS VESICULOSUS,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FUCUS VESICULOSUS,6,[hp_C]/6[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2173,HUMAN OTC DRUG,Fumaria officinalis,,FUMARIA OFFICINALIS FLOWERING TOP,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FUMARIA OFFICINALIS FLOWERING TOP,9,[hp_C]/9[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2176,HUMAN OTC DRUG,Fumaria officinalis,,FUMARIA OFFICINALIS FLOWERING TOP,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,FUMARIA OFFICINALIS FLOWERING TOP,6,[hp_X]/6[hp_X],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2228,HUMAN OTC DRUG,GALIUM APARINE,,GALIUM APARINE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,GALIUM APARINE,9,[hp_C]/9[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2231,HUMAN OTC DRUG,Gallicum acidum,,GALLIC ACID MONOHYDRATE,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,GALLIC ACID MONOHYDRATE,6,[hp_C]/6[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2235,HUMAN OTC DRUG,Galphimia glauca,,GALPHIMIA GLAUCA FLOWERING TOP,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,GALPHIMIA GLAUCA FLOWERING TOP,6,[hp_C]/1,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2236,HUMAN OTC DRUG,Galphimia glauca,,GALPHIMIA GLAUCA FLOWERING TOP,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,GALPHIMIA GLAUCA FLOWERING TOP,9,[hp_C]/9[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2237,HUMAN OTC DRUG,Galphimia glauca,,GALPHIMIA GLAUCA FLOWERING TOP,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,GALPHIMIA GLAUCA FLOWERING TOP,12,[hp_C]/12[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2240,HUMAN OTC DRUG,Galphimia glauca,,GALPHIMIA GLAUCA FLOWERING TOP,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,GALPHIMIA GLAUCA FLOWERING TOP,15,[hp_C]/15[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2241,HUMAN OTC DRUG,Galphimia glauca,,GALPHIMIA GLAUCA FLOWERING TOP,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,GALPHIMIA GLAUCA FLOWERING TOP,30,[hp_C]/30[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2247,HUMAN OTC DRUG,Gelsemium sempervirens,,GELSEMIUM SEMPERVIRENS ROOT,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,GELSEMIUM SEMPERVIRENS ROOT,6,[hp_X]/1,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2249,HUMAN OTC DRUG,Gelsemium sempervirens,,GELSEMIUM SEMPERVIRENS ROOT,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,GELSEMIUM SEMPERVIRENS ROOT,6,[hp_C]/6[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2250,HUMAN OTC DRUG,Gelsemium sempervirens,,GELSEMIUM SEMPERVIRENS ROOT,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,GELSEMIUM SEMPERVIRENS ROOT,9,[hp_C]/9[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2251,HUMAN OTC DRUG,Gelsemium sempervirens,,GELSEMIUM SEMPERVIRENS ROOT,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,GELSEMIUM SEMPERVIRENS ROOT,12,[hp_C]/12[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2252,HUMAN OTC DRUG,Gelsemium sempervirens,,GELSEMIUM SEMPERVIRENS ROOT,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,GELSEMIUM SEMPERVIRENS ROOT,15,[hp_C]/15[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2253,HUMAN OTC DRUG,Gelsemium sempervirens,,GELSEMIUM SEMPERVIRENS ROOT,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,GELSEMIUM SEMPERVIRENS ROOT,30,[hp_C]/30[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2254,HUMAN OTC DRUG,Gelsemium sempervirens,,GELSEMIUM SEMPERVIRENS ROOT,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,GELSEMIUM SEMPERVIRENS ROOT,200,[kp_C]/200[kp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2255,HUMAN OTC DRUG,Gelsemium sempervirens,,GELSEMIUM SEMPERVIRENS ROOT,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,GELSEMIUM SEMPERVIRENS ROOT,1,[hp_M]/[hp_M],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2258,HUMAN OTC DRUG,Gelsemium sempervirens,,GELSEMIUM SEMPERVIRENS ROOT,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,GELSEMIUM SEMPERVIRENS ROOT,30,[hp_X]/30[hp_X],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2259,HUMAN OTC DRUG,Gelsemium sempervirens,,GELSEMIUM SEMPERVIRENS ROOT,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,GELSEMIUM SEMPERVIRENS ROOT,10,[hp_M]/10[hp_M],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2269,HUMAN OTC DRUG,Geranium maculatum,,GERANIUM MACULATUM ROOT,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,GERANIUM MACULATUM ROOT,30,[hp_C]/30[hp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2270,HUMAN OTC DRUG,Geranium maculatum,,GERANIUM MACULATUM ROOT,PELLET,ORAL,20240101,,UNAPPROVED HOMEOPATHIC,,Boiron,GERANIUM MACULATUM ROOT,200,[kp_C]/200[kp_C],,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2279,HUMAN OTC DRUG,Glonoinum,,NITROGLYCERIN,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,NITROGLYCERIN,200,[kp_C]/200[kp_C],"Nitrate Vasodilator [EPC], Nitrates [CS], Vasodilation [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2282,HUMAN OTC DRUG,Glonoinum,,NITROGLYCERIN,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,NITROGLYCERIN,15,[hp_C]/15[hp_C],"Nitrate Vasodilator [EPC], Nitrates [CS], Vasodilation [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2283,HUMAN OTC DRUG,Glonoinum,,NITROGLYCERIN,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,NITROGLYCERIN,30,[hp_C]/30[hp_C],"Nitrate Vasodilator [EPC], Nitrates [CS], Vasodilation [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2286,HUMAN OTC DRUG,Glonoinum,,NITROGLYCERIN,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,NITROGLYCERIN,9,[hp_C]/9[hp_C],"Nitrate Vasodilator [EPC], Nitrates [CS], Vasodilation [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2287,HUMAN OTC DRUG,Glonoinum,,NITROGLYCERIN,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,NITROGLYCERIN,12,[hp_C]/12[hp_C],"Nitrate Vasodilator [EPC], Nitrates [CS], Vasodilation [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2290,HUMAN OTC DRUG,Glonoinum,,NITROGLYCERIN,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,NITROGLYCERIN,5,[hp_C]/5[hp_C],"Nitrate Vasodilator [EPC], Nitrates [CS], Vasodilation [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2291,HUMAN OTC DRUG,Glonoinum,,NITROGLYCERIN,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,NITROGLYCERIN,6,[hp_C]/6[hp_C],"Nitrate Vasodilator [EPC], Nitrates [CS], Vasodilation [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0220-2293,HUMAN OTC DRUG,Glonoinum,,NITROGLYCERIN,PELLET,ORAL,19830303,,UNAPPROVED HOMEOPATHIC,,Boiron,NITROGLYCERIN,6,[hp_X]/1,"Nitrate Vasodilator [EPC], Nitrates [CS], Vasodilation [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
