NDC,PRODUCTTYPENAME,PROPRIETARYNAME,PROPRIETARYNAMESUFFIX,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,APPLICATIONNUMBER,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,PHARM_CLASSES,DEASCHEDULE,NDC_EXCLUDE_FLAG,LISTING_RECORD_CERTIFIED_THROUGH,PRIMARY_ICD10,ALL_ICD10_MAPPINGS,MAPPING_CONFIDENCE
0169-7708,HUMAN PRESCRIPTION DRUG,Norditropin,,somatropin,"INJECTION, SOLUTION",SUBCUTANEOUS,20050103,,BLA,BLA021148,Novo Nordisk,SOMATROPIN,15,mg/1.5mL,"Human Growth Hormone [CS], Recombinant Human Growth Hormone [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0169-7810,PLASMA DERIVATIVE,NOVOEIGHT,,antihemophilic factor recombinant,KIT,,20150401,,BLA,BLA125466,Novo Nordisk,,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0169-7815,PLASMA DERIVATIVE,NOVOEIGHT,,antihemophilic factor recombinant,KIT,,20150401,,BLA,BLA125466,Novo Nordisk,,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0169-7820,PLASMA DERIVATIVE,NOVOEIGHT,,antihemophilic factor recombinant,KIT,,20150401,,BLA,BLA125466,Novo Nordisk,,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0169-7825,PLASMA DERIVATIVE,NOVOEIGHT,,antihemophilic factor recombinant,KIT,,20150401,,BLA,BLA125466,Novo Nordisk,,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0169-7830,PLASMA DERIVATIVE,NOVOEIGHT,,antihemophilic factor recombinant,KIT,,20150401,,BLA,BLA125466,Novo Nordisk,,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0169-7850,PLASMA DERIVATIVE,NOVOEIGHT,,antihemophilic factor recombinant,KIT,,20150401,,BLA,BLA125466,Novo Nordisk,,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0169-7901,HUMAN PRESCRIPTION DRUG,REBINYN,,"coagulation factor IX recombinant, GlycoPEGylated",KIT,,20171201,,BLA,BLA125611,Novo Nordisk,,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0169-7902,HUMAN PRESCRIPTION DRUG,REBINYN,,"coagulation factor IX recombinant, GlycoPEGylated",KIT,,20171201,,BLA,BLA125611,Novo Nordisk,,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0169-7903,HUMAN PRESCRIPTION DRUG,REBINYN,,"coagulation factor IX recombinant, GlycoPEGylated",KIT,,20220811,,BLA,BLA125611,Novo Nordisk,,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0169-7905,HUMAN PRESCRIPTION DRUG,REBINYN,,"coagulation factor IX recombinant, GlycoPEGylated",KIT,,20171201,,BLA,BLA125611,Novo Nordisk,,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0169-8055,PLASMA DERIVATIVE,ESPEROCT,,"antihemophilic factor (recombinant), glycopegylated-exei",KIT,,20190219,,BLA,BLA125671,Novo Nordisk,,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0169-8100,PLASMA DERIVATIVE,ESPEROCT,,"antihemophilic factor (recombinant), glycopegylated-exei",KIT,,20190219,,BLA,BLA125671,Novo Nordisk,,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0169-8150,PLASMA DERIVATIVE,ESPEROCT,,"antihemophilic factor (recombinant), glycopegylated-exei",KIT,,20190219,,BLA,BLA125671,Novo Nordisk,,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0169-8200,PLASMA DERIVATIVE,ESPEROCT,,"antihemophilic factor (recombinant), glycopegylated-exei",KIT,,20190219,,BLA,BLA125671,Novo Nordisk,,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0169-8300,PLASMA DERIVATIVE,ESPEROCT,,"antihemophilic factor (recombinant), glycopegylated-exei",KIT,,20190219,,BLA,BLA125671,Novo Nordisk,,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0169-8400,PLASMA DERIVATIVE,ESPEROCT,,"antihemophilic factor (recombinant), glycopegylated-exei",KIT,,20190219,,BLA,BLA125671,Novo Nordisk,,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0169-8500,PLASMA DERIVATIVE,ESPEROCT,,"antihemophilic factor (recombinant), glycopegylated-exei",KIT,,20190219,,BLA,BLA125671,Novo Nordisk,,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0172-2083,HUMAN PRESCRIPTION DRUG,Hydrochlorothiazide,,Hydrochlorothiazide,TABLET,ORAL,19730112,,ANDA,ANDA083177,"Teva Pharmaceuticals USA, Inc.",HYDROCHLOROTHIAZIDE,25,mg/1,"Increased Diuresis [PE], Thiazide Diuretic [EPC], Thiazides [CS]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0172-2089,HUMAN PRESCRIPTION DRUG,Hydrochlorothiazide,,Hydrochlorothiazide,TABLET,ORAL,19800107,,ANDA,ANDA083177,"Teva Pharmaceuticals USA, Inc.",HYDROCHLOROTHIAZIDE,50,mg/1,"Increased Diuresis [PE], Thiazide Diuretic [EPC], Thiazides [CS]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0172-3444,HUMAN PRESCRIPTION DRUG,Hydrochlorothiazide,,Hydrochlorothiazide,TABLET,ORAL,20250603,,ANDA,ANDA083177,"Teva Pharmaceuticals USA, Inc.",HYDROCHLOROTHIAZIDE,12.5,mg/1,"Increased Diuresis [PE], Thiazide Diuretic [EPC], Thiazides [CS]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0172-3925,HUMAN PRESCRIPTION DRUG,Diazepam,,Diazepam,TABLET,ORAL,19861210,,ANDA,ANDA071307,"Teva Pharmaceuticals USA, Inc.",DIAZEPAM,2,mg/1,"Benzodiazepine [EPC], Benzodiazepines [CS]",CIV,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0172-3926,HUMAN PRESCRIPTION DRUG,Diazepam,,Diazepam,TABLET,ORAL,19861210,,ANDA,ANDA071321,"Teva Pharmaceuticals USA, Inc.",DIAZEPAM,5,mg/1,"Benzodiazepine [EPC], Benzodiazepines [CS]",CIV,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0172-3927,HUMAN PRESCRIPTION DRUG,Diazepam,,Diazepam,TABLET,ORAL,19861210,,ANDA,ANDA071322,"Teva Pharmaceuticals USA, Inc.",DIAZEPAM,10,mg/1,"Benzodiazepine [EPC], Benzodiazepines [CS]",CIV,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0172-4096,HUMAN PRESCRIPTION DRUG,Baclofen,,Baclofen,TABLET,ORAL,19880721,,ANDA,ANDA072234,"Teva Pharmaceuticals USA, Inc.",BACLOFEN,10,mg/1,"GABA A Agonists [MoA], GABA B Agonists [MoA], gamma-Aminobutyric Acid-ergic Agonist [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0172-4097,HUMAN PRESCRIPTION DRUG,Baclofen,,Baclofen,TABLET,ORAL,19880721,,ANDA,ANDA072235,"Teva Pharmaceuticals USA, Inc.",BACLOFEN,20,mg/1,"GABA A Agonists [MoA], GABA B Agonists [MoA], gamma-Aminobutyric Acid-ergic Agonist [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0172-5240,HUMAN PRESCRIPTION DRUG,Anagrelide Hydrochloride,,Anagrelide Hydrochloride,CAPSULE,ORAL,20050418,,ANDA,ANDA076468,"Teva Pharmaceuticals USA, Inc.",ANAGRELIDE HYDROCHLORIDE,1,mg/1,"Decreased Platelet Production [PE], Phosphodiesterase 3 Inhibitors [MoA], Platelet-reducing Agent [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0172-5241,HUMAN PRESCRIPTION DRUG,Anagrelide Hydrochloride,,Anagrelide Hydrochloride,CAPSULE,ORAL,20050418,,ANDA,ANDA076468,"Teva Pharmaceuticals USA, Inc.",ANAGRELIDE HYDROCHLORIDE,0.5,mg/1,"Decreased Platelet Production [PE], Phosphodiesterase 3 Inhibitors [MoA], Platelet-reducing Agent [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0172-5728,HUMAN PRESCRIPTION DRUG,Famotidine,,Famotidine,"TABLET, FILM COATED",ORAL,20010416,,ANDA,ANDA075511,"Teva Pharmaceuticals USA, Inc.",FAMOTIDINE,20,mg/1,"Histamine H2 Receptor Antagonists [MoA], Histamine-2 Receptor Antagonist [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0172-5729,HUMAN PRESCRIPTION DRUG,Famotidine,,Famotidine,"TABLET, FILM COATED",ORAL,20010416,,ANDA,ANDA075511,"Teva Pharmaceuticals USA, Inc.",FAMOTIDINE,40,mg/1,"Histamine H2 Receptor Antagonists [MoA], Histamine-2 Receptor Antagonist [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0172-6406,HUMAN PRESCRIPTION DRUG,Cromolyn Sodium,,Cromolyn Sodium,SOLUTION,INTRABRONCHIAL,20000118,,ANDA,ANDA075271,"Teva Pharmaceuticals USA, Inc.",CROMOLYN SODIUM,20,mg/2mL,"Decreased Histamine Release [PE], Mast Cell Stabilizer [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0172-7313,HUMAN PRESCRIPTION DRUG,Cyclosporine,,Cyclosporine,SOLUTION,ORAL,20050329,,ANDA,ANDA065078,"Teva Pharmaceuticals USA, Inc.",CYCLOSPORINE,100,mg/mL,"Calcineurin Inhibitor Immunosuppressant [EPC], Calcineurin Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], P-Glycoprotein Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0135,HUMAN PRESCRIPTION DRUG,WELLBUTRIN,SR,bupropion hydrochloride,"TABLET, FILM COATED",ORAL,19961115,,NDA,NDA020358,GlaxoSmithKline LLC,BUPROPION HYDROCHLORIDE,150,mg/1,"Aminoketone [EPC], Dopamine Uptake Inhibitors [MoA], Increased Dopamine Activity [PE], Increased Norepinephrine Activity [PE], Norepinephrine Uptake Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0478,HUMAN PRESCRIPTION DRUG,IMITREX,,sumatriptan,INJECTION,SUBCUTANEOUS,19970127,,NDA,NDA020080,GlaxoSmithKline LLC,SUMATRIPTAN SUCCINATE,6,mg/.5mL,"Serotonin 1b Receptor Agonists [MoA], Serotonin 1d Receptor Agonists [MoA], Serotonin-1b and Serotonin-1d Receptor Agonist [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0479,HUMAN PRESCRIPTION DRUG,IMITREX,,sumatriptan,INJECTION,SUBCUTANEOUS,19970123,,NDA,NDA020080,GlaxoSmithKline LLC,SUMATRIPTAN SUCCINATE,6,mg/.5mL,"Serotonin 1b Receptor Agonists [MoA], Serotonin 1d Receptor Agonists [MoA], Serotonin-1b and Serotonin-1d Receptor Agonist [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0517,HUMAN PRESCRIPTION DRUG,FLOLAN,,epoprostenol sodium,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,19951208,,NDA,NDA020444,GlaxoSmithKline LLC,EPOPROSTENOL SODIUM,0.5,mg/1,"Prostacycline Vasodilator [EPC], Prostaglandins I [CS], Vasodilation [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0519,HUMAN PRESCRIPTION DRUG,FLOLAN,,epoprostenol sodium,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,19951208,,NDA,NDA020444,GlaxoSmithKline LLC,EPOPROSTENOL SODIUM,1.5,mg/1,"Prostacycline Vasodilator [EPC], Prostaglandins I [CS], Vasodilation [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0521,HUMAN PRESCRIPTION DRUG,SEREVENT,DISKUS,salmeterol xinafoate,"POWDER, METERED",ORAL; RESPIRATORY (INHALATION),19971125,,NDA,NDA020692,GlaxoSmithKline LLC,SALMETEROL XINAFOATE,50,ug/1,"Adrenergic beta2-Agonists [MoA], beta2-Adrenergic Agonist [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0524,HUMAN PRESCRIPTION DRUG,IMITREX,,sumatriptan,SPRAY,NASAL,19971010,20250731,NDA,NDA020626,GlaxoSmithKline LLC,SUMATRIPTAN,5,mg/1,"Serotonin 1b Receptor Agonists [MoA], Serotonin 1d Receptor Agonists [MoA], Serotonin-1b and Serotonin-1d Receptor Agonist [EPC]",,N,,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0526,HUMAN PRESCRIPTION DRUG,LAMICTAL,,lamotrigine,"TABLET, FOR SUSPENSION",ORAL,19980904,,NDA,NDA020764,GlaxoSmithKline LLC,LAMOTRIGINE,5,mg/1,"Anti-epileptic Agent [EPC], Decreased Central Nervous System Disorganized Electrical Activity [PE], Dihydrofolate Reductase Inhibitors [MoA], Mood Stabilizer [EPC], Organic Cation Transporter 2 Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0527,HUMAN PRESCRIPTION DRUG,LAMICTAL,,lamotrigine,"TABLET, FOR SUSPENSION",ORAL,19980903,,NDA,NDA020764,GlaxoSmithKline LLC,LAMOTRIGINE,25,mg/1,"Anti-epileptic Agent [EPC], Decreased Central Nervous System Disorganized Electrical Activity [PE], Dihydrofolate Reductase Inhibitors [MoA], Mood Stabilizer [EPC], Organic Cation Transporter 2 Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0547,HUMAN PRESCRIPTION DRUG,MEPRON,,atovaquone,SUSPENSION,ORAL,19980918,,NDA,NDA020500,GlaxoSmithKline LLC,ATOVAQUONE,750,mg/5mL,"Antimalarial [EPC], Antiprotozoal [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0565,HUMAN PRESCRIPTION DRUG,VALTREX,,valacyclovir hydrochloride,"TABLET, FILM COATED",ORAL,20020812,,NDA,NDA020487,GlaxoSmithKline LLC,VALACYCLOVIR HYDROCHLORIDE,1,g/1,"DNA Polymerase Inhibitors [MoA], Herpes Simplex Virus Nucleoside Analog DNA Polymerase Inhibitor [EPC], Herpes Zoster Virus Nucleoside Analog DNA Polymerase Inhibitor [EPC], Herpesvirus Nucleoside Analog DNA Polymerase Inhibitor [EPC], Nucleoside Analog [EXT]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0594,HUMAN PRESCRIPTION DRUG,LAMICTAL,,lamotrigine,KIT,,20030929,,NDA,NDA020241,GlaxoSmithKline LLC,,,,,,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0601,HUMAN PRESCRIPTION DRUG,FLOVENT,DISKUS,fluticasone propionate,"POWDER, METERED",RESPIRATORY (INHALATION),20081013,20250831,NDA,NDA020833,GlaxoSmithKline LLC,FLUTICASONE PROPIONATE,250,ug/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0633,HUMAN PRESCRIPTION DRUG,LAMICTAL,,lamotrigine,TABLET,ORAL,19960815,,NDA,NDA020241,GlaxoSmithKline LLC,LAMOTRIGINE,25,mg/1,"Anti-epileptic Agent [EPC], Decreased Central Nervous System Disorganized Electrical Activity [PE], Dihydrofolate Reductase Inhibitors [MoA], Mood Stabilizer [EPC], Organic Cation Transporter 2 Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0642,HUMAN PRESCRIPTION DRUG,LAMICTAL,,lamotrigine,TABLET,ORAL,19950117,,NDA,NDA020241,GlaxoSmithKline LLC,LAMOTRIGINE,100,mg/1,"Anti-epileptic Agent [EPC], Decreased Central Nervous System Disorganized Electrical Activity [PE], Dihydrofolate Reductase Inhibitors [MoA], Mood Stabilizer [EPC], Organic Cation Transporter 2 Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0643,HUMAN PRESCRIPTION DRUG,LAMICTAL,,lamotrigine,TABLET,ORAL,19950117,,NDA,NDA020241,GlaxoSmithKline LLC,LAMOTRIGINE,150,mg/1,"Anti-epileptic Agent [EPC], Decreased Central Nervous System Disorganized Electrical Activity [PE], Dihydrofolate Reductase Inhibitors [MoA], Mood Stabilizer [EPC], Organic Cation Transporter 2 Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0644,HUMAN PRESCRIPTION DRUG,LAMICTAL,,lamotrigine,TABLET,ORAL,19950118,,NDA,NDA020241,GlaxoSmithKline LLC,LAMOTRIGINE,200,mg/1,"Anti-epileptic Agent [EPC], Decreased Central Nervous System Disorganized Electrical Activity [PE], Dihydrofolate Reductase Inhibitors [MoA], Mood Stabilizer [EPC], Organic Cation Transporter 2 Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0665,HUMAN PRESCRIPTION DRUG,MEPRON,,atovaquone,SUSPENSION,ORAL,19950228,,NDA,NDA020500,GlaxoSmithKline LLC,ATOVAQUONE,750,mg/5mL,"Antimalarial [EPC], Antiprotozoal [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0675,HUMAN PRESCRIPTION DRUG,MALARONE,,atovaquone and proguanil hydrochloride,"TABLET, FILM COATED",ORAL,20000726,,NDA,NDA021078,GlaxoSmithKline LLC,ATOVAQUONE; PROGUANIL HYDROCHLORIDE,250; 100,mg/1; mg/1,"Antimalarial [EPC], Antimalarial [EPC], Antiprotozoal [EPC], Dihydrofolate Reductase Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0676,HUMAN PRESCRIPTION DRUG,MALARONE,,atovaquone and proguanil hydrochloride,"TABLET, FILM COATED",ORAL,20000726,,NDA,NDA021078,GlaxoSmithKline LLC,ATOVAQUONE; PROGUANIL HYDROCHLORIDE,62.5; 25,mg/1; mg/1,"Antimalarial [EPC], Antimalarial [EPC], Antiprotozoal [EPC], Dihydrofolate Reductase Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0681,HUMAN PRESCRIPTION DRUG,RELENZA,,zanamivir,POWDER,RESPIRATORY (INHALATION),19990922,,NDA,NDA021036,GlaxoSmithKline LLC,ZANAMIVIR,5,mg/1,"Neuraminidase Inhibitor [EPC], Neuraminidase Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0682,HUMAN PRESCRIPTION DRUG,VENTOLIN,HFA,albuterol sulfate,"AEROSOL, METERED",RESPIRATORY (INHALATION),20060609,,NDA,NDA020983,GlaxoSmithKline LLC,ALBUTEROL SULFATE,90,ug/1,"Adrenergic beta2-Agonists [MoA], beta2-Adrenergic Agonist [EPC]",,N,20261231,J45.9,"[{""icd10_code"":""J45.9"",""description"":""Asthma, unspecified"",""confidence"":0.7,""context"":""asthma rescue""},{""icd10_code"":""J44.1"",""description"":""Chronic obstructive pulmonary disease with acute exacerbation"",""confidence"":0.2,""context"":""COPD exacerbation""},{""icd10_code"":""J44.0"",""description"":""Chronic obstructive pulmonary disease with acute lower respiratory infection"",""confidence"":0.1,""context"":""COPD with infection""}]",0.70
0173-0695,HUMAN PRESCRIPTION DRUG,ADVAIR,DISKUS,fluticasone propionate and salmeterol,POWDER,RESPIRATORY (INHALATION),20010228,,NDA,NDA021077,GlaxoSmithKline LLC,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,100; 50,ug/1; ug/1,"Adrenergic beta2-Agonists [MoA], Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC], beta2-Adrenergic Agonist [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0696,HUMAN PRESCRIPTION DRUG,ADVAIR,DISKUS,fluticasone propionate and salmeterol,POWDER,RESPIRATORY (INHALATION),20010205,,NDA,NDA021077,GlaxoSmithKline LLC,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,250; 50,ug/1; ug/1,"Adrenergic beta2-Agonists [MoA], Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC], beta2-Adrenergic Agonist [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0173-0697,HUMAN PRESCRIPTION DRUG,ADVAIR,DISKUS,fluticasone propionate and salmeterol,POWDER,RESPIRATORY (INHALATION),20010305,,NDA,NDA021077,GlaxoSmithKline LLC,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,500; 50,ug/1; ug/1,"Adrenergic beta2-Agonists [MoA], Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC], beta2-Adrenergic Agonist [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
