NDC,PRODUCTTYPENAME,PROPRIETARYNAME,PROPRIETARYNAMESUFFIX,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,APPLICATIONNUMBER,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,PHARM_CLASSES,DEASCHEDULE,NDC_EXCLUDE_FLAG,LISTING_RECORD_CERTIFIED_THROUGH,PRIMARY_ICD10,ALL_ICD10_MAPPINGS,MAPPING_CONFIDENCE
0069-0504,HUMAN PRESCRIPTION DRUG,BOSULIF,,Bosutinib,CAPSULE,ORAL,20240102,,NDA,NDA217729,Pfizer Laboratories Div Pfizer Inc,BOSUTINIB MONOHYDRATE,50,mg/1,"Bcr-Abl Tyrosine Kinase Inhibitors [MoA], Kinase Inhibitor [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-0505,HUMAN PRESCRIPTION DRUG,Ngenla,,somatrogon-ghla,"INJECTION, SOLUTION",SUBCUTANEOUS,20230731,,BLA,BLA761184,Pfizer Laboratories Div Pfizer Inc,SOMATROGON,24,mg/1.2mL,"11-beta Hydroxysteroid Dehydrogenase Type 1 Inhibitors [MoA], Human Growth Hormone [CS], Recombinant Human Growth Hormone [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-0507,HUMAN PRESCRIPTION DRUG,Xalkori,,CRIZOTINIB,"CAPSULE, COATED PELLETS",ORAL,20231120,,NDA,NDA217581,Pfizer Laboratories Div Pfizer Inc,CRIZOTINIB,50,mg/1,"Cytochrome P450 2B6 Inhibitors [MoA], Cytochrome P450 3A Inhibitors [MoA], Kinase Inhibitor [EPC], Organic Cation Transporter 1 Inhibitors [MoA], Organic Cation Transporter 2 Inhibitors [MoA], P-Glycoprotein Inhibitors [MoA], Receptor Tyrosine Kinase Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-0520,HUMAN PRESCRIPTION DRUG,Ngenla,,somatrogon-ghla,"INJECTION, SOLUTION",SUBCUTANEOUS,20230731,,BLA,BLA761184,Pfizer Laboratories Div Pfizer Inc,SOMATROGON,60,mg/1.2mL,"11-beta Hydroxysteroid Dehydrogenase Type 1 Inhibitors [MoA], Human Growth Hormone [CS], Recombinant Human Growth Hormone [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-0521,HUMAN PRESCRIPTION DRUG,Paxlovid,,nirmatrelvir and ritonavir,KIT,,20250415,,NDA,NDA217188,Pfizer Laboratories Div Pfizer Inc,,,,,,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-0546,HUMAN PRESCRIPTION DRUG,Talzenna,,talazoparib,"CAPSULE, LIQUID FILLED",ORAL,20240417,,NDA,NDA217439,Pfizer Laboratories Div Pfizer Inc,TALAZOPARIB TOSYLATE,0.5,mg/1,"Poly(ADP-Ribose) Polymerase Inhibitor [EPC], Poly(ADP-Ribose) Polymerase Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-0550,HUMAN PRESCRIPTION DRUG,SUTENT,,Sunitinib malate,CAPSULE,ORAL,20060126,,NDA,NDA021938,Pfizer Laboratories Div Pfizer Inc,SUNITINIB MALATE,12.5,mg/1,"Kinase Inhibitor [EPC], Protein Kinase Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-0600,VACCINE,PENBRAYA,,"meningococcal groups a, b, c, w, and y vaccine",KIT,,20231127,,BLA,BLA125770,Pfizer Laboratories Div Pfizer Inc,,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-0655,HUMAN PRESCRIPTION DRUG,Talzenna,,talazoparib,"CAPSULE, LIQUID FILLED",ORAL,20240417,,NDA,NDA217439,Pfizer Laboratories Div Pfizer Inc,TALAZOPARIB TOSYLATE,0.75,mg/1,"Poly(ADP-Ribose) Polymerase Inhibitor [EPC], Poly(ADP-Ribose) Polymerase Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-0688,HUMAN PRESCRIPTION DRUG,Ibrance,,palbociclib,"TABLET, FILM COATED",ORAL,20200330,,NDA,NDA212436,Pfizer Laboratories Div Pfizer Inc,PALBOCICLIB,125,mg/1,"Cytochrome P450 3A Inhibitors [MoA], Kinase Inhibitor [EPC], Kinase Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-0757,HUMAN PRESCRIPTION DRUG,Talzenna,,talazoparib,"CAPSULE, LIQUID FILLED",ORAL,20240417,,NDA,NDA217439,Pfizer Laboratories Div Pfizer Inc,TALAZOPARIB TOSYLATE,1,mg/1,"Poly(ADP-Ribose) Polymerase Inhibitor [EPC], Poly(ADP-Ribose) Polymerase Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-0770,HUMAN PRESCRIPTION DRUG,SUTENT,,Sunitinib malate,CAPSULE,ORAL,20060126,,NDA,NDA021938,Pfizer Laboratories Div Pfizer Inc,SUNITINIB MALATE,25,mg/1,"Kinase Inhibitor [EPC], Protein Kinase Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-0809,HUMAN PRESCRIPTION DRUG,INFLECTRA,,infliximab-dyyb,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,20161121,,BLA,BLA125544,Pfizer Laboratories Div Pfizer Inc,INFLIXIMAB,100,mg/10mL,"Tumor Necrosis Factor Blocker [EPC], Tumor Necrosis Factor Receptor Blocking Activity [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-0830,HUMAN PRESCRIPTION DRUG,SUTENT,,Sunitinib malate,CAPSULE,ORAL,20140712,,NDA,NDA021938,Pfizer Laboratories Div Pfizer Inc,SUNITINIB MALATE,37.5,mg/1,"Kinase Inhibitor [EPC], Protein Kinase Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-0980,HUMAN PRESCRIPTION DRUG,SUTENT,,Sunitinib malate,CAPSULE,ORAL,20060126,,NDA,NDA021938,Pfizer Laboratories Div Pfizer Inc,SUNITINIB MALATE,50,mg/1,"Kinase Inhibitor [EPC], Protein Kinase Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1001,HUMAN PRESCRIPTION DRUG,XELJANZ,,tofacitinib,"TABLET, FILM COATED",ORAL,20121109,,NDA,NDA203214,Pfizer Laboratories Div Pfizer Inc,TOFACITINIB CITRATE,5,mg/1,"Janus Kinase Inhibitor [EPC], Janus Kinase Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1002,HUMAN PRESCRIPTION DRUG,XELJANZ,,tofacitinib,"TABLET, FILM COATED",ORAL,20180702,,NDA,NDA203214,Pfizer Laboratories Div Pfizer Inc,TOFACITINIB CITRATE,10,mg/1,"Janus Kinase Inhibitor [EPC], Janus Kinase Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1011,PLASMA DERIVATIVE,Panzyga,,immune globulin intravenous (human),SOLUTION,INTRAVENOUS,20190809,,BLA,BLA125587,Pfizer Laboratories Div Pfizer Inc,HUMAN IMMUNOGLOBULIN G,100,mg/mL,"Antigen Neutralization [MoA], Human Immunoglobulin G [EPC], Immunoglobulins [CS], Passively Acquired Immunity [PE]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1014,HUMAN PRESCRIPTION DRUG,BOSULIF,,Bosutinib,CAPSULE,ORAL,20240102,,NDA,NDA217729,Pfizer Laboratories Div Pfizer Inc,BOSUTINIB MONOHYDRATE,100,mg/1,"Bcr-Abl Tyrosine Kinase Inhibitors [MoA], Kinase Inhibitor [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1029,HUMAN PRESCRIPTION DRUG,XELJANZ,,tofacitinib,SOLUTION,ORAL,20210208,,NDA,NDA213082,Pfizer Laboratories Div Pfizer Inc,TOFACITINIB CITRATE,1,mg/mL,"Janus Kinase Inhibitor [EPC], Janus Kinase Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1031,HUMAN PRESCRIPTION DRUG,Talzenna,,talazoparib,CAPSULE,ORAL,20230621,20251231,NDA,NDA211651,Pfizer Laboratories Div Pfizer Inc,TALAZOPARIB TOSYLATE,0.1,mg/1,"Poly(ADP-Ribose) Polymerase Inhibitor [EPC], Poly(ADP-Ribose) Polymerase Inhibitors [MoA]",,N,,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1061,PLASMA DERIVATIVE,Cutaquig,,immunoglobulin G,SOLUTION,SUBCUTANEOUS,20190913,,BLA,BLA125668,Pfizer Laboratories Div Pfizer Inc,HUMAN IMMUNOGLOBULIN G,165,mg/mL,"Antigen Neutralization [MoA], Human Immunoglobulin G [EPC], Immunoglobulins [CS], Passively Acquired Immunity [PE]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1109,PLASMA DERIVATIVE,Panzyga,,immune globulin intravenous (human),SOLUTION,INTRAVENOUS,20190809,,BLA,BLA125587,Pfizer Laboratories Div Pfizer Inc,HUMAN IMMUNOGLOBULIN G,100,mg/mL,"Antigen Neutralization [MoA], Human Immunoglobulin G [EPC], Immunoglobulins [CS], Passively Acquired Immunity [PE]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1195,HUMAN PRESCRIPTION DRUG,Talzenna,,talazoparib,CAPSULE,ORAL,20181026,20270831,NDA,NDA211651,Pfizer Laboratories Div Pfizer Inc,TALAZOPARIB TOSYLATE,1,mg/1,"Poly(ADP-Ribose) Polymerase Inhibitor [EPC], Poly(ADP-Ribose) Polymerase Inhibitors [MoA]",,N,,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1198,HUMAN PRESCRIPTION DRUG,Vizimpro,,dacomitinib,"TABLET, FILM COATED",ORAL,20181004,,NDA,NDA211288,Pfizer Laboratories Div Pfizer Inc,DACOMITINIB,30,mg/1,,,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1224,PLASMA DERIVATIVE,Panzyga,,immune globulin intravenous (human),SOLUTION,INTRAVENOUS,20190809,,BLA,BLA125587,Pfizer Laboratories Div Pfizer Inc,HUMAN IMMUNOGLOBULIN G,100,mg/mL,"Antigen Neutralization [MoA], Human Immunoglobulin G [EPC], Immunoglobulins [CS], Passively Acquired Immunity [PE]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1235,HUMAN PRESCRIPTION DRUG,Talzenna,,talazoparib,CAPSULE,ORAL,20230621,20251031,NDA,NDA211651,Pfizer Laboratories Div Pfizer Inc,TALAZOPARIB TOSYLATE,0.35,mg/1,"Poly(ADP-Ribose) Polymerase Inhibitor [EPC], Poly(ADP-Ribose) Polymerase Inhibitors [MoA]",,N,,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1305,HUMAN PRESCRIPTION DRUG,RETACRIT,,epoetin alfa-epbx,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,20180618,,BLA,BLA125545,Pfizer Laboratories Div Pfizer Inc,EPOETIN,2000,[iU]/mL,"Erythropoiesis-stimulating Agent [EPC], Erythropoietin [CS], Increased Erythroid Cell Production [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1306,HUMAN PRESCRIPTION DRUG,RETACRIT,,epoetin alfa-epbx,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,20180618,,BLA,BLA125545,Pfizer Laboratories Div Pfizer Inc,EPOETIN,3000,[iU]/mL,"Erythropoiesis-stimulating Agent [EPC], Erythropoietin [CS], Increased Erythroid Cell Production [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1307,HUMAN PRESCRIPTION DRUG,RETACRIT,,epoetin alfa-epbx,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,20180618,,BLA,BLA125545,Pfizer Laboratories Div Pfizer Inc,EPOETIN,4000,[iU]/mL,"Erythropoiesis-stimulating Agent [EPC], Erythropoietin [CS], Increased Erythroid Cell Production [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1308,HUMAN PRESCRIPTION DRUG,RETACRIT,,epoetin alfa-epbx,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,20180618,,BLA,BLA125545,Pfizer Laboratories Div Pfizer Inc,EPOETIN,10000,[iU]/mL,"Erythropoiesis-stimulating Agent [EPC], Erythropoietin [CS], Increased Erythroid Cell Production [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1309,HUMAN PRESCRIPTION DRUG,RETACRIT,,epoetin alfa-epbx,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,20180618,,BLA,BLA125545,Pfizer Laboratories Div Pfizer Inc,EPOETIN,40000,[iU]/mL,"Erythropoiesis-stimulating Agent [EPC], Erythropoietin [CS], Increased Erythroid Cell Production [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1311,HUMAN PRESCRIPTION DRUG,RETACRIT,,epoetin alfa-epbx,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,20201109,,BLA,BLA125545,Pfizer Laboratories Div Pfizer Inc,EPOETIN,20000,[iU]/mL,"Erythropoiesis-stimulating Agent [EPC], Erythropoietin [CS], Increased Erythroid Cell Production [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1312,PLASMA DERIVATIVE,Panzyga,,immune globulin intravenous (human),SOLUTION,INTRAVENOUS,20190809,,BLA,BLA125587,Pfizer Laboratories Div Pfizer Inc,HUMAN IMMUNOGLOBULIN G,100,mg/mL,"Antigen Neutralization [MoA], Human Immunoglobulin G [EPC], Immunoglobulins [CS], Passively Acquired Immunity [PE]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1318,HUMAN PRESCRIPTION DRUG,RETACRIT,,epoetin alfa-epbx,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,20201109,,BLA,BLA125545,Pfizer Laboratories Div Pfizer Inc,EPOETIN,10000,[iU]/mL,"Erythropoiesis-stimulating Agent [EPC], Erythropoietin [CS], Increased Erythroid Cell Production [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1415,PLASMA DERIVATIVE,Panzyga,,immune globulin intravenous (human),SOLUTION,INTRAVENOUS,20190809,,BLA,BLA125587,Pfizer Laboratories Div Pfizer Inc,HUMAN IMMUNOGLOBULIN G,100,mg/mL,"Antigen Neutralization [MoA], Human Immunoglobulin G [EPC], Immunoglobulins [CS], Passively Acquired Immunity [PE]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1442,HUMAN PRESCRIPTION DRUG,Doxorubicin Hydrochloride,,Doxorubicin Hydrochloride,"INJECTION, SOLUTION",INTRAVENOUS,20241014,,NDA,NDA050629,Pfizer Laboratories Div Pfizer Inc,DOXORUBICIN HYDROCHLORIDE,2,mg/mL,"Anthracycline Topoisomerase Inhibitor [EPC], Anthracyclines [CS], Topoisomerase Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1476,PLASMA DERIVATIVE,Cutaquig,,immunoglobulin G,SOLUTION,SUBCUTANEOUS,20190913,,BLA,BLA125668,Pfizer Laboratories Div Pfizer Inc,HUMAN IMMUNOGLOBULIN G,165,mg/mL,"Antigen Neutralization [MoA], Human Immunoglobulin G [EPC], Immunoglobulins [CS], Passively Acquired Immunity [PE]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1500,HUMAN PRESCRIPTION DRUG,Xalkori,,CRIZOTINIB,"CAPSULE, COATED PELLETS",ORAL,20231120,,NDA,NDA217581,Pfizer Laboratories Div Pfizer Inc,CRIZOTINIB,150,mg/1,"Cytochrome P450 2B6 Inhibitors [MoA], Cytochrome P450 3A Inhibitors [MoA], Kinase Inhibitor [EPC], Organic Cation Transporter 1 Inhibitors [MoA], Organic Cation Transporter 2 Inhibitors [MoA], P-Glycoprotein Inhibitors [MoA], Receptor Tyrosine Kinase Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1501,HUMAN PRESCRIPTION DRUG,Talzenna,,talazoparib,CAPSULE,ORAL,20220131,20270331,NDA,NDA211651,Pfizer Laboratories Div Pfizer Inc,TALAZOPARIB TOSYLATE,0.5,mg/1,"Poly(ADP-Ribose) Polymerase Inhibitor [EPC], Poly(ADP-Ribose) Polymerase Inhibitors [MoA]",,N,,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1509,PLASMA DERIVATIVE,Cutaquig,,immunoglobulin G,SOLUTION,SUBCUTANEOUS,20190913,,BLA,BLA125668,Pfizer Laboratories Div Pfizer Inc,HUMAN IMMUNOGLOBULIN G,165,mg/mL,"Antigen Neutralization [MoA], Human Immunoglobulin G [EPC], Immunoglobulins [CS], Passively Acquired Immunity [PE]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1520,HUMAN PRESCRIPTION DRUG,Norvasc,,amlodipine besylate,TABLET,ORAL,19920731,20271031,NDA,NDA019787,PFIZER LABORATORIES DIV PFIZER INC,AMLODIPINE BESYLATE,2.5,mg/1,"Calcium Channel Antagonists [MoA], Calcium Channel Blocker [EPC], Cytochrome P450 3A Inhibitors [MoA], Dihydropyridine Calcium Channel Blocker [EPC], Dihydropyridines [CS]",,N,,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1530,HUMAN PRESCRIPTION DRUG,Norvasc,,amlodipine besylate,TABLET,ORAL,19920731,20270731,NDA,NDA019787,PFIZER LABORATORIES DIV PFIZER INC,AMLODIPINE BESYLATE,5,mg/1,"Calcium Channel Antagonists [MoA], Calcium Channel Blocker [EPC], Cytochrome P450 3A Inhibitors [MoA], Dihydropyridine Calcium Channel Blocker [EPC], Dihydropyridines [CS]",,N,,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1531,HUMAN PRESCRIPTION DRUG,Daurismo,,glasdegib,"TABLET, FILM COATED",ORAL,20181210,,NDA,NDA210656,Pfizer Laboratories Div Pfizer Inc,GLASDEGIB,100,mg/1,"Hedgehog Pathway Inhibitor [EPC], Smoothened Receptor Antagonists [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1540,HUMAN PRESCRIPTION DRUG,Norvasc,,amlodipine besylate,TABLET,ORAL,19920731,20271031,NDA,NDA019787,PFIZER LABORATORIES DIV PFIZER INC,AMLODIPINE BESYLATE,10,mg/1,"Calcium Channel Antagonists [MoA], Calcium Channel Blocker [EPC], Cytochrome P450 3A Inhibitors [MoA], Dihydropyridine Calcium Channel Blocker [EPC], Dihydropyridines [CS]",,N,,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1542,HUMAN PRESCRIPTION DRUG,Doxorubicin Hydrochloride,,Doxorubicin Hydrochloride,"INJECTION, SOLUTION",INTRAVENOUS,20240722,,NDA,NDA050629,Pfizer Laboratories Div Pfizer Inc,DOXORUBICIN HYDROCHLORIDE,2,mg/mL,"Anthracycline Topoisomerase Inhibitor [EPC], Anthracyclines [CS], Topoisomerase Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1558,PLASMA DERIVATIVE,Panzyga,,immune globulin intravenous (human),SOLUTION,INTRAVENOUS,20190809,,BLA,BLA125587,Pfizer Laboratories Div Pfizer Inc,HUMAN IMMUNOGLOBULIN G,100,mg/mL,"Antigen Neutralization [MoA], Human Immunoglobulin G [EPC], Immunoglobulins [CS], Passively Acquired Immunity [PE]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1751,HUMAN PRESCRIPTION DRUG,Talzenna,,talazoparib,CAPSULE,ORAL,20220131,20251130,NDA,NDA211651,Pfizer Laboratories Div Pfizer Inc,TALAZOPARIB TOSYLATE,0.75,mg/1,"Poly(ADP-Ribose) Polymerase Inhibitor [EPC], Poly(ADP-Ribose) Polymerase Inhibitors [MoA]",,N,,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1802,PLASMA DERIVATIVE,Cutaquig,,immunoglobulin G,SOLUTION,SUBCUTANEOUS,20190913,,BLA,BLA125668,Pfizer Laboratories Div Pfizer Inc,HUMAN IMMUNOGLOBULIN G,165,mg/mL,"Antigen Neutralization [MoA], Human Immunoglobulin G [EPC], Immunoglobulins [CS], Passively Acquired Immunity [PE]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1960,PLASMA DERIVATIVE,Cutaquig,,immunoglobulin G,SOLUTION,SUBCUTANEOUS,20190913,,BLA,BLA125668,Pfizer Laboratories Div Pfizer Inc,HUMAN IMMUNOGLOBULIN G,165,mg/mL,"Antigen Neutralization [MoA], Human Immunoglobulin G [EPC], Immunoglobulins [CS], Passively Acquired Immunity [PE]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1965,PLASMA DERIVATIVE,Cutaquig,,immunoglobulin G,SOLUTION,SUBCUTANEOUS,20190913,,BLA,BLA125668,Pfizer Laboratories Div Pfizer Inc,HUMAN IMMUNOGLOBULIN G,165,mg/mL,"Antigen Neutralization [MoA], Human Immunoglobulin G [EPC], Immunoglobulins [CS], Passively Acquired Immunity [PE]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0069-1975,HUMAN PRESCRIPTION DRUG,Vyndaqel,,tafamidis meglumine,"CAPSULE, LIQUID FILLED",ORAL,20190516,,NDA,NDA211996,Pfizer Laboratories Div Pfizer Inc,TAFAMIDIS MEGLUMINE,20,mg/1,,,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
